date,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_stdev,hour_group,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_stdev,light_outside_max,light_outside_mean,light_outside_min,light_outside_stdev,rain_outside_max,rain_outside_mean,rain_outside_min,rain_outside_stdev,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_stdev
04-25-2017 2,1012,1010.5,1009,1.1612428034157407,2,35,32.38235294117647,29,1.7235394498804248,474,250.44117647058823,177,70.97639008916364,0,0.0,0,0.0,20.0,18.88235294117647,17.0,0.8795558756124711
04-25-2017 3,1009,1008.5882352941177,1008,0.4995541684356422,3,56,42.05882352941177,31,7.08793758296697,175,40.05882352941177,0,63.16929690364812,0,0.0,0,0.0,20.0,17.529411764705884,13.0,1.9883797899164803
04-26-2017 0,1009,1008.0285714285715,1007,1.01418510567422,0,69,62.457142857142856,58,2.768975783707092,1,0.02857142857142857,0,0.1690308509457033,0,0.0,0,0.0,15.0,11.314285714285715,9.0,1.9669538792318466
04-26-2017 1,1009,1009.0,1009,0.0,1,70,46.5,31,13.080751530629293,2990,1108.5588235294117,9,999.4952420392906,0,0.0,0,0.0,24.0,15.323529411764707,8.0,5.860605968437953
04-26-2017 2,1009,1007.5882352941177,1006,1.018544625964034,2,39,37.470588235294116,35,1.022038785887012,499,239.08823529411765,165,75.74213336372573,0,0.0,0,0.0,23.0,21.470588235294116,20.0,0.8611230904040923
04-26-2017 3,1007,1006.4571428571429,1006,0.5054326709601878,3,58,44.97142857142857,33,7.686832569920019,174,36.68571428571428,0,62.54211354268862,0,0.0,0,0.0,23.0,19.65714285714286,16.0,2.400280095700318
04-27-2017 0,1007,1006.3235294117648,1005,0.7269941534212875,0,77,67.11764705882354,59,5.660949197003246,0,0.0,0,0.0,0,0.0,0,0.0,18.0,12.5,9.0,2.654327512846624
04-27-2017 1,1008,1007.3823529411765,1007,0.4932702180563817,1,65,50.73529411764706,32,9.985774195049165,2555,990.4411764705883,5,823.9984624572471,0,0.0,0,0.0,26.0,14.647058823529411,9.0,4.984110223872228
04-27-2017 2,1008,1006.2857142857143,1005,0.8250286473253902,2,43,38.31428571428572,35,2.373523424232032,603,293.25714285714287,162,112.978744189584,0,0.0,0,0.0,24.0,22.114285714285714,20.0,1.131667914587828
04-27-2017 3,1006,1005.4117647058823,1005,0.4995541684356422,3,65,52.1764705882353,35,11.142249890409067,158,34.73529411764706,0,56.12826696898076,0,0.0,0,0.0,24.0,20.0,17.0,2.160246899469287
04-28-2017 0,1005,1003.5,1002,1.5225576567676569,0,76,62.470588235294116,50,9.290709905738348,0,0.0,0,0.0,0,0.0,0,0.0,19.0,14.411764705882353,11.0,2.775626023394881
04-28-2017 1,1005,1005.0,1005,0.0,1,71,53.885714285714286,38,11.749271388101498,2708,1060.7714285714285,5,952.1994380107033,0,0.0,0,0.0,25.0,16.857142857142858,11.0,5.088296011684168
04-28-2017 2,1005,1003.2352941176471,1002,1.0167930431959211,2,42,37.94117647058823,33,2.806282739924701,502,308.1764705882353,185,65.32968631823134,0,0.0,0,0.0,26.0,24.705882352941178,23.0,1.1154401703446664
04-28-2017 3,1002,1001.5588235294117,1001,0.5039947372613783,3,55,45.73529411764706,33,7.585108311203712,172,31.941176470588236,0,53.27626179924083,0,0.0,0,0.0,26.0,22.676470588235293,19.0,2.470683726191256
04-29-2017 0,1004,1002.5,1001,0.9923953268977463,0,92,72.44117647058823,54,16.294991192630775,0,0.0,0,0.0,23,7.647058823529412,0,8.548905132596332,17.0,15.058823529411764,13.0,1.4552137502179978
04-29-2017 1,1003,1002.3714285714286,1002,0.4902408943099112,1,58,48.22857142857143,38,7.017145868118589,1964,796.2571428571429,2,604.8808022031693,0,0.0,0,0.0,25.0,18.857142857142858,13.0,4.941676645352961
04-29-2017 2,1003,1001.9310344827586,1001,0.7987058497862393,2,49,43.51724137931034,40,2.4145494944365384,799,410.51724137931035,195,165.44585231809555,13,0.4827586206896552,0,2.414549494436539,25.0,24.689655172413794,24.0,0.47082361543075835
04-29-2017 3,1005,1002.5588235294117,1001,1.5411757902326675,3,85,58.0,46,9.945304968128976,190,31.58823529411765,0,56.11142467100284,13,1.8823529411764706,0,4.095560833185661,24.0,21.735294117647058,17.0,1.9432684670718723
04-30-2017 0,1009,1006.4,1003,2.4034289230670614,0,94,81.77142857142857,70,10.646970611083573,0,0.0,0,0.0,24,4.942857142857143,0,5.718611807808199,16.0,14.114285714285714,12.0,1.8907114840626495
04-30-2017 1,1007,1006.1142857142858,1004,1.0784364654832632,1,95,79.88571428571429,58,14.152055407922468,964,115.37142857142857,0,184.478930044198,21,13.057142857142857,6,4.1723378771792365,21.0,16.485714285714284,12.0,2.95427336115617
04-30-2017 2,1007,1007.0,1007,0.0,2,82,75.70588235294117,56,7.64170935884987,809,285.88235294117646,69,171.25804819944602,6,2.676470588235294,0,2.4211265626650063,21.0,16.558823529411764,15.0,1.7613902303782698
04-30-2017 3,1009,1007.5882352941177,1007,0.5569204860727307,3,84,79.11764705882354,73,2.6715641302354665,91,8.529411764705882,0,18.64701665003075,0,0.0,0,0.0,16.0,14.617647058823529,13.0,1.1810294913915325
05-01-2017 0,1009,1008.5588235294117,1008,0.5039947372613783,0,79,73.6470588235294,68,3.2926212542148945,2,0.058823529411764705,0,0.3429971702850177,0,0.0,0,0.0,15.0,12.617647058823529,11.0,1.4977701786393633
05-01-2017 1,1010,1009.4705882352941,1009,0.5066403971048988,1,77,62.3235294117647,49,10.510371755485277,2910,1158.5294117647059,10,951.995487489118,0,0.0,0,0.0,19.0,14.382352941176471,11.0,3.104392839503529
05-01-2017 2,1009,1008.3428571428572,1008,0.4815939919779354,2,56,52.77142857142857,49,2.197401062294143,621,365.6857142857143,213,88.45296903491955,0,0.0,0,0.0,20.0,18.742857142857144,17.0,1.1717974414110481
05-01-2017 3,1009,1008.3939393939394,1008,0.49619766344887317,3,67,58.81818181818182,50,5.41672494141147,200,33.81818181818182,0,59.21436404362466,0,0.0,0,0.0,20.0,17.636363636363637,15.0,1.4538350537926796
05-02-2017 0,1009,1009.0,1009,0.0,0,82,75.05882352941177,65,3.860767520416416,1,0.029411764705882353,0,0.17149858514250885,0,0.0,0,0.0,17.0,14.176470588235293,12.0,1.546659905326668
05-02-2017 1,1010,1009.7714285714286,1009,0.4260429614980358,1,77,60.34285714285714,44,12.757795441917663,2864,1081.2285714285715,8,962.8268760671936,0,0.0,0,0.0,24.0,17.6,12.0,4.551664207608414
05-02-2017 2,1010,1008.7352941176471,1008,0.7096231833787505,2,48,42.529411764705884,40,2.721800808930323,488,232.7058823529412,150,83.69588868356196,0,0.0,0,0.0,23.0,22.735294117647058,22.0,0.44781107551989907
05-02-2017 3,1009,1008.3529411764706,1008,0.48507125007266594,3,66,51.1764705882353,37,9.093689414411259,146,32.5,0,51.000445630851644,0,0.0,0,0.0,23.0,20.91176470588235,17.0,1.8152159410538382
05-03-2017 0,1009,1008.6176470588235,1008,0.4932702180563817,0,84,68.3529411764706,54,12.984565086335522,1,0.029411764705882353,0,0.17149858514250885,0,0.0,0,0.0,19.0,16.058823529411764,14.0,1.890024474277776
05-03-2017 1,1010,1009.8,1009,0.4058397249567139,1,82,54.68571428571428,32,17.217930852955092,3005,1146.6571428571428,9,1046.8897897738677,0,0.0,0,0.0,27.0,20.571428571428573,14.0,5.071754043290176
05-03-2017 2,1010,1008.6176470588235,1007,0.8881272732418118,2,39,35.8235294117647,33,1.8335358825073667,481,233.91176470588235,152,78.12669106904185,0,0.0,0,0.0,25.0,24.88235294117647,24.0,0.3270349700838643
05-03-2017 3,1009,1007.7941176470588,1007,0.6866436491305119,3,53,47.55882352941177,39,4.398286005490804,151,33.088235294117645,0,52.743155607700515,0,0.0,0,0.0,25.0,22.147058823529413,19.0,2.076307225196848
05-04-2017 0,1008,1007.5,1007,0.5075192189225523,0,74,62.294117647058826,53,5.962150373535445,2,0.058823529411764705,0,0.3429971702850177,0,0.0,0,0.0,20.0,16.61764705882353,15.0,1.5178674410591495
05-04-2017 1,1008,1008.0,1008,0.0,1,68,52.457142857142856,38,11.022284531916286,2924,1134.0,10,966.413716059657,0,0.0,0,0.0,26.0,20.542857142857144,15.0,4.146883004795551
